datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
01-08-2014 5.00,83,44,82,41,83,78,16,24,77,72,51,78,100,60,77,82,73,77,82,100,77,74,94,88,88,82,100,73,72,93,72,65,37,78,78,65
01-08-2014 6.00,83,47,82,53,82,83,16,29,77,72,54,78,88,64,82,88,73,82,82,88,77,94,94,88,82,82,100,78,72,93,72,65,31,57,57,65
01-08-2014 7.00,88,47,82,67,82,88,24,40,87,72,58,88,88,64,82,93,72,88,93,100,82,100,94,83,88,82,88,83,77,93,54,55,27,69,51,55
01-08-2014 8.00,88,51,85,67,81,88,30,41,84,74,62,89,89,67,81,92,74,87,91,97,83,98,95,85,87,85,89,82,77,92,56,66,21,69,47,57
01-08-2014 9.00,88,46,87,58,82,77,32,40,68,72,57,94,88,56,93,88,79,93,87,100,88,100,88,91,93,88,94,83,82,93,54,66,24,68,48,55
01-08-2014 10.00,82,52,82,85,88,77,31,69,72,67,61,83,94,92,93,100,81,100,93,100,88,92,93,83,93,88,78,88,87,93,59,66,20,49,49,55
01-08-2014 11.00,88,46,82,85,88,77,42,54,77,76,57,94,94,84,93,93,81,83,87,100,93,100,100,14,87,93,100,73,82,93,59,62,18,41,41,52
01-08-2014 12.00,82,52,82,68,93,82,35,69,68,67,61,96,94,60,93,93,81,83,87,100,88,95,93,85,93,88,78,69,82,93,41,66,13,37,37,55
01-08-2014 13.00,82,82,82,77,93,77,34,60,77,87,61,88,94,66,88,93,77,55,93,100,82,79,88,94,82,82,88,82,72,71,34,66,12,68,68,52
01-08-2014 14.00,87,64,68,59,88,82,32,56,82,71,61,94,83,80,78,90,77,55,83,83,73,64,88,66,73,73,78,61,68,60,63,70,13,77,25,52
01-08-2014 15.00,77,63,69,57,85,80,31,54,78,66,60,92,81,88,75,65,72,54,60,78,70,59,88,66,71,77,76,65,60,59,63,55,11,44,44,55
01-08-2014 16.00,73,63,77,49,69,73,26,45,56,37,54,83,74,64,57,57,42,51,54,73,54,55,93,62,57,73,69,58,64,58,53,100,11,44,44,55
01-08-2014 17.00,68,64,72,44,64,73,28,51,53,38,48,73,70,51,50,48,39,51,50,73,54,55,93,52,54,73,65,51,50,54,53,74,11,80,80,69
01-08-2014 18.00,73,56,66,41,69,61,26,43,47,27,45,69,62,48,44,45,68,43,44,65,42,49,93,55,44,65,65,58,53,57,53,74,11,80,80,74
01-08-2014 19.00,69,53,63,36,61,61,25,36,44,27,45,61,69,48,42,37,53,40,50,61,39,41,93,62,42,61,83,74,53,57,88,74,11,83,83,74
01-08-2014 20.00,64,44,70,34,61,61,24,32,47,60,36,65,58,45,44,39,69,38,47,65,47,41,93,59,47,57,83,83,50,58,88,74,11,83,83,74
01-08-2014 21.00,60,42,70,32,65,61,21,36,39,35,36,57,58,45,39,48,78,42,47,61,44,41,93,55,50,56,83,73,54,73,88,74,12,85,85,78
01-08-2014 22.00,60,42,73,40,72,60,22,39,58,28,36,63,71,40,39,68,73,48,47,61,44,73,93,54,73,56,83,73,54,71,91,78,34,85,85,78
01-08-2014 23.00,52,42,71,40,72,60,20,39,55,28,48,71,72,40,48,74,73,49,76,70,50,89,98,54,72,92,67,66,53,71,88,91,84,100,100,94
02-08-2014 0.00,60,44,41,40,70,59,21,49,55,45,42,71,72,47,65,74,83,49,76,70,64,89,98,89,72,72,91,66,75,78,88,91,84,100,100,94
02-08-2014 1.00,68,51,77,44,59,67,27,48,88,53,50,72,83,49,77,85,82,69,75,90,80,93,100,90,83,82,66,72,85,78,89,92,95,100,100,96
02-08-2014 2.00,68,51,77,44,59,67,27,48,88,53,50,72,83,49,77,85,82,69,75,90,80,93,100,90,83,82,66,72,85,78,89,92,95,100,100,96
02-08-2014 3.00,68,45,79,44,59,83,19,48,53,60,51,73,74,61,73,88,67,88,75,90,94,93,93,97,73,88,83,78,73,100,89,78,95,50,50,64
02-08-2014 4.00,77,47,87,44,83,78,22,40,82,59,57,78,73,64,82,93,60,69,88,88,83,74,100,74,73,88,100,88,77,100,63,60,45,48,48,60
02-08-2014 5.00,73,50,87,49,88,78,20,58,72,67,51,83,83,69,93,93,68,88,82,73,82,94,93,78,73,77,100,78,93,100,63,65,33,69,69,65
02-08-2014 6.00,77,57,100,60,93,78,23,51,88,59,57,83,88,69,93,100,68,73,88,100,82,100,93,78,77,82,100,83,93,100,63,66,27,65,65,66
02-08-2014 7.00,88,60,87,73,93,78,23,51,87,63,57,88,83,68,93,93,68,78,93,88,88,74,93,83,82,88,83,83,93,93,52,62,29,61,61,62
02-08-2014 8.00,77,63,89,75,91,79,30,56,86,67,60,88,85,72,93,93,73,78,92,87,88,78,94,86,82,89,86,83,93,91,55,70,29,58,58,61
02-08-2014 9.00,77,67,90,77,91,78,36,59,89,69,64,88,86,73,93,92,76,79,92,87,89,79,95,87,82,88,87,94,93,91,55,62,15,52,52,58
02-08-2014 10.00,88,80,100,86,86,84,63,77,87,85,76,91,94,88,95,94,93,80,91,86,91,95,100,99,84,92,98,88,93,87,48,65,15,46,46,56
02-08-2014 11.00,82,83,100,86,86,81,65,79,90,85,78,91,95,87,95,93,94,81,90,85,91,93,100,98,83,91,98,88,92,88,48,100,14,54,50,53
02-08-2014 12.00,93,83,100,81,81,82,56,71,80,72,70,85,89,76,98,97,87,68,88,83,85,81,99,98,79,86,98,93,88,85,48,52,11,32,32,53
02-08-2014 13.00,88,87,100,83,84,78,63,76,88,77,76,87,92,80,96,95,91,72,88,83,87,83,99,97,79,86,99,88,82,87,39,55,11,72,34,49
02-08-2014 14.00,88,88,100,79,81,78,58,72,82,69,71,83,88,72,98,97,87,64,86,81,83,74,99,97,76,82,98,88,78,86,40,58,11,76,75,49
02-08-2014 15.00,82,80,93,71,74,76,50,76,77,69,69,85,86,72,90,93,87,66,84,78,84,81,97,95,74,80,98,73,76,83,40,58,11,59,40,55
02-08-2014 16.00,78,85,95,69,72,76,46,69,71,58,63,79,81,62,95,98,81,54,82,77,78,67,97,95,70,76,98,77,65,81,55,65,12,40,40,52
02-08-2014 17.00,78,80,91,63,67,74,39,70,66,55,60,79,79,60,90,96,79,52,80,74,77,69,95,94,68,74,97,88,57,79,55,69,12,79,79,57
02-08-2014 18.00,77,75,88,65,69,73,38,64,74,52,57,75,77,56,86,89,79,49,75,72,83,66,93,92,72,74,95,61,54,82,59,69,12,81,81,66
02-08-2014 19.00,73,70,84,56,61,71,30,67,64,49,54,76,74,54,82,89,77,48,73,70,79,70,92,91,68,71,95,60,57,78,95,69,20,88,81,69
02-08-2014 20.00,84,66,80,55,60,70,27,64,68,46,51,74,72,50,77,84,76,45,69,68,83,68,90,89,70,70,94,69,67,79,79,65,22,88,88,77
02-08-2014 21.00,73,63,80,53,61,69,28,61,56,45,49,71,70,49,74,84,76,46,74,68,79,84,90,95,82,72,94,64,65,82,79,74,28,89,89,79
02-08-2014 22.00,69,58,76,54,60,68,24,58,64,41,46,69,67,45,69,77,75,42,67,65,85,78,87,91,81,71,92,69,53,83,81,74,89,77,77,89
02-08-2014 23.00,65,54,75,52,60,67,23,54,57,39,44,66,65,44,66,75,75,42,68,65,83,88,87,94,90,72,92,76,64,85,82,69,88,77,77,93
03-08-2014 0.00,69,55,82,58,61,73,26,62,53,47,50,73,74,50,69,78,79,57,71,71,87,79,92,94,85,77,89,73,65,88,82,69,92,76,75,88
03-08-2014 1.00,69,51,78,54,61,69,24,56,45,42,45,67,68,46,63,75,77,52,72,69,83,96,89,98,99,77,90,77,76,90,84,78,98,75,75,95
03-08-2014 2.00,69,50,82,57,61,73,26,60,40,47,48,71,73,49,64,76,80,61,75,73,85,94,92,99,99,81,88,77,83,93,87,78,97,98,75,93
03-08-2014 3.00,64,60,87,62,67,75,33,60,47,57,53,77,75,52,72,80,82,66,79,75,88,97,91,98,99,81,91,82,83,92,87,78,81,77,77,86
03-08-2014 4.00,65,55,91,65,65,79,33,66,38,61,56,80,81,56,71,81,84,77,81,80,89,93,96,100,99,86,87,88,82,96,85,78,58,72,72,85
03-08-2014 5.00,72,62,95,69,69,81,37,68,41,69,60,85,84,59,76,84,87,83,84,83,91,94,96,100,99,88,89,82,84,96,85,65,54,57,76,80
03-08-2014 6.00,82,65,93,70,68,82,40,67,47,67,66,82,82,62,75,81,88,82,82,85,91,92,96,100,99,87,90,83,88,96,79,58,51,51,51,79
03-08-2014 7.00,77,72,100,76,73,85,45,70,49,78,71,90,86,65,83,86,91,91,88,88,94,94,97,100,99,89,92,88,93,97,67,59,48,68,58,72
03-08-2014 8.00,78,76,100,78,73,87,49,70,54,80,76,90,85,69,84,85,93,92,87,91,94,93,97,100,99,90,93,88,93,97,67,66,47,54,65,69
03-08-2014 9.00,77,78,100,81,73,87,52,71,55,81,78,89,86,62,84,85,91,91,87,89,93,95,97,100,99,90,94,88,93,95,61,62,41,40,40,66
03-08-2014 10.00,77,83,100,83,74,89,55,71,62,82,85,89,85,69,85,84,94,93,86,92,94,93,97,100,99,90,95,94,93,96,60,62,32,69,69,64
03-08-2014 11.00,82,86,100,86,74,90,58,71,64,83,88,89,85,66,85,83,94,92,86,92,94,93,97,100,99,90,96,88,93,95,60,55,32,64,64,61
03-08-2014 12.00,82,77,100,80,74,89,63,67,54,68,72,82,89,68,79,85,86,79,81,85,90,89,98,100,99,85,94,88,92,93,58,54,26,62,63,60
03-08-2014 13.00,88,83,100,86,74,90,65,69,60,75,81,84,89,64,82,84,88,83,82,87,91,91,98,100,100,86,96,88,83,92,42,52,18,35,78,56
03-08-2014 14.00,88,78,100,83,75,90,69,66,54,65,72,79,91,64,78,85,83,73,79,82,88,88,99,100,100,83,95,88,84,91,43,55,18,40,40,55
03-08-2014 15.00,86,81,70,73,79,92,53,61,58,57,64,67,81,71,68,67,69,68,57,77,71,74,72,92,92,79,82,77,78,81,45,56,18,46,46,62
03-08-2014 16.00,77,77,51,64,83,94,48,54,53,40,48,54,78,77,58,57,54,54,39,69,57,62,57,88,88,73,73,73,73,73,69,65,22,100,100,65
03-08-2014 17.00,77,68,93,60,83,78,48,55,53,36,42,48,65,88,51,48,51,45,47,58,50,74,61,83,77,64,73,64,65,68,69,69,24,100,100,69
03-08-2014 18.00,68,64,35,56,83,83,51,49,53,31,38,51,65,83,48,45,45,40,37,54,47,66,54,78,69,73,73,64,54,68,69,69,24,100,100,69
03-08-2014 19.00,69,57,31,47,65,83,73,43,49,32,33,43,62,69,45,40,43,38,37,48,61,55,51,78,64,69,73,64,47,68,96,74,26,100,100,74
03-08-2014 20.00,64,50,79,42,65,69,83,38,47,26,28,43,55,57,39,33,45,36,37,45,47,66,51,74,69,73,83,64,47,73,96,74,27,100,100,74
03-08-2014 21.00,60,51,82,37,69,69,73,34,47,23,29,43,48,54,42,31,43,33,39,40,47,70,48,74,73,78,69,64,39,73,96,74,43,100,100,74
03-08-2014 22.00,69,45,33,35,73,69,65,32,47,20,25,41,48,54,39,33,51,33,37,45,48,70,48,70,73,78,88,61,44,78,94,74,45,100,100,74
03-08-2014 23.00,60,43,37,29,73,57,51,29,41,19,26,41,43,51,51,40,51,33,39,43,54,74,58,78,73,83,88,64,50,77,97,73,48,100,100,73
04-08-2014 0.00,64,43,57,31,73,61,45,43,39,23,28,43,49,54,48,42,54,37,50,51,57,74,78,78,73,88,94,73,57,83,97,73,54,100,100,73
04-08-2014 1.00,64,40,78,35,73,64,48,69,68,23,33,45,51,54,61,54,57,45,73,73,64,78,94,78,82,88,94,78,60,88,94,73,100,100,100,73
04-08-2014 2.00,69,40,77,37,37,64,48,69,68,41,47,54,61,57,73,77,65,57,82,65,69,78,94,83,88,94,100,78,64,93,94,73,100,100,100,73
04-08-2014 3.00,73,40,82,39,69,73,51,54,68,46,50,58,65,47,78,77,69,54,50,65,82,78,94,83,88,83,100,78,64,100,94,78,69,77,77,78
04-08-2014 4.00,73,48,77,42,64,73,54,54,56,46,45,58,65,57,88,82,69,57,60,83,77,78,83,94,82,88,78,83,73,100,85,74,58,69,69,74
04-08-2014 5.00,77,51,88,44,73,69,54,54,72,49,57,61,69,64,94,82,73,60,64,83,88,78,93,88,82,93,100,83,77,100,85,65,54,69,69,65
04-08-2014 6.00,83,54,88,50,73,73,100,58,72,35,73,69,78,57,88,77,69,68,88,94,93,83,94,100,93,94,88,77,77,93,85,62,54,65,65,62
04-08-2014 7.00,82,54,88,51,73,73,99,59,72,36,73,70,78,58,88,77,70,68,88,93,93,83,93,100,92,93,88,83,82,93,80,55,51,42,42,62
04-08-2014 8.00,82,60,94,66,75,83,87,74,75,54,76,80,87,68,93,80,81,68,89,92,93,91,93,100,91,93,92,78,82,93,80,58,48,45,45,70
04-08-2014 9.00,82,57,90,55,78,75,96,66,72,37,77,71,83,63,94,85,76,72,84,90,84,83,90,93,96,97,85,88,82,96,80,58,45,44,44,54
04-08-2014 10.00,93,60,93,60,83,78,94,74,72,40,82,73,88,69,100,93,83,77,82,88,77,83,88,88,100,100,83,78,82,100,80,58,32,40,38,48
04-08-2014 11.00,88,64,82,64,83,88,100,65,72,55,88,83,88,69,100,93,83,77,88,93,82,94,93,94,100,94,94,78,82,100,83,55,36,40,40,55
04-08-2014 12.00,88,68,82,63,83,83,100,69,64,48,78,88,88,73,82,88,83,73,88,88,77,94,88,88,93,93,88,83,82,83,83,58,30,36,36,58
04-08-2014 13.00,88,68,82,68,83,83,88,78,60,68,78,83,88,69,88,77,69,69,73,88,69,88,78,78,100,88,83,73,83,83,68,55,35,38,38,55
04-08-2014 14.00,93,68,50,63,88,73,88,57,72,46,65,69,83,78,77,69,60,64,64,83,57,78,64,78,93,88,73,65,73,78,68,58,21,40,40,58
04-08-2014 15.00,82,72,45,60,83,65,83,51,64,43,57,65,74,61,77,54,57,51,57,69,57,70,65,70,82,83,73,57,69,61,68,62,25,45,45,62
04-08-2014 16.00,82,60,42,56,83,83,77,45,56,41,51,58,74,73,77,73,57,44,51,65,51,78,61,70,64,83,69,54,69,51,75,66,27,98,98,67
04-08-2014 17.00,73,64,68,47,69,65,73,43,53,36,38,55,62,58,69,45,54,33,51,58,51,78,51,78,53,73,65,54,54,57,75,69,22,98,98,69
04-08-2014 18.00,73,57,87,47,61,57,65,38,47,36,28,52,55,55,61,40,48,31,51,48,48,83,48,83,57,78,61,51,51,57,75,74,26,98,98,74
04-08-2014 19.00,69,54,87,41,65,61,65,30,41,32,30,46,43,43,54,38,51,27,51,45,45,94,48,83,54,78,61,48,47,51,93,78,28,99,99,78
04-08-2014 20.00,69,42,82,37,61,65,58,26,39,32,26,41,46,41,47,38,42,27,45,43,51,78,45,94,47,77,51,58,47,51,93,78,33,99,99,78
04-08-2014 21.00,69,37,24,32,65,65,58,23,36,30,28,38,49,41,44,38,42,27,51,38,54,74,45,94,47,82,54,65,48,51,93,74,38,99,99,74
04-08-2014 22.00,65,38,27,27,64,61,54,25,42,26,26,36,74,41,44,38,54,26,69,35,54,100,48,94,51,77,51,69,57,65,93,74,91,100,100,74
04-08-2014 23.00,61,31,28,21,64,61,69,23,39,28,26,41,52,41,44,38,57,29,64,35,60,70,58,94,57,82,54,58,61,65,93,74,90,100,100,74
05-08-2014 0.00,65,33,57,21,21,42,58,22,34,30,28,43,58,41,41,40,65,37,57,45,78,88,78,94,60,88,48,48,53,78,93,74,51,100,100,74
05-08-2014 1.00,64,31,82,25,69,47,54,23,41,41,33,43,62,55,53,48,88,44,69,54,78,94,73,94,64,82,94,54,64,83,94,78,98,100,100,78
05-08-2014 2.00,78,35,77,23,68,64,58,25,56,43,48,45,70,62,73,44,83,50,78,44,94,94,94,88,64,82,88,73,68,83,94,78,98,100,100,78
05-08-2014 3.00,78,45,88,30,68,64,61,28,64,49,45,42,74,50,73,54,94,53,73,47,88,94,94,88,60,82,93,61,82,100,94,83,58,78,78,83
05-08-2014 4.00,83,47,88,32,77,68,65,26,88,52,45,51,78,47,82,69,94,60,73,88,88,78,94,94,73,82,100,65,88,94,80,78,58,83,83,78
05-08-2014 5.00,83,49,82,41,82,77,61,27,82,52,48,57,78,74,82,73,82,68,77,83,88,94,94,94,73,88,93,73,82,100,80,69,58,78,78,69
05-08-2014 6.00,77,56,87,56,82,82,69,31,72,52,69,57,83,61,88,77,94,73,82,88,88,88,100,88,93,88,77,78,77,100,80,62,58,78,78,62
05-08-2014 7.00,77,63,77,56,88,88,69,35,72,59,69,65,83,65,93,77,94,82,88,93,88,88,93,88,88,93,100,78,82,100,64,62,49,65,65,62
05-08-2014 8.00,82,63,87,56,82,83,69,31,82,43,73,65,83,69,93,68,94,82,88,93,93,94,93,88,88,93,100,78,88,100,64,66,44,58,58,66
05-08-2014 9.00,82,72,82,68,88,93,83,35,77,55,74,78,88,68,93,88,94,88,88,93,93,94,100,83,88,93,93,78,88,93,64,66,38,45,45,58
05-08-2014 10.00,88,77,82,77,82,82,83,35,87,63,73,73,78,73,93,88,88,88,82,93,93,94,93,94,93,88,100,88,93,93,48,58,34,40,40,58
05-08-2014 11.00,87,82,82,77,88,88,83,39,87,52,73,83,83,94,93,94,94,93,88,93,100,94,94,88,93,77,94,73,88,100,48,58,32,38,38,58
05-08-2014 12.00,87,82,82,77,88,93,78,51,88,55,83,83,83,94,87,88,94,88,88,88,100,83,88,88,88,77,88,69,88,88,48,55,29,38,38,55
05-08-2014 13.00,87,82,82,77,88,100,78,51,77,59,78,74,83,73,82,94,88,77,77,83,93,74,83,83,77,82,69,61,83,78,38,58,25,40,40,58
05-08-2014 14.00,87,82,82,77,88,88,94,48,72,63,61,74,74,69,82,88,83,61,69,73,100,78,78,74,69,77,65,54,83,83,38,58,22,40,40,58
05-08-2014 15.00,82,77,42,77,82,77,69,39,68,59,57,69,74,69,73,69,78,51,64,61,93,66,73,62,64,77,58,48,69,83,38,66,16,43,43,66
05-08-2014 16.00,82,72,27,82,77,68,61,35,60,52,45,58,62,58,60,61,73,37,57,48,93,58,65,59,54,68,51,40,78,78,56,74,19,97,97,74
05-08-2014 17.00,77,63,77,77,64,69,58,33,56,41,40,52,59,52,57,69,65,38,61,42,88,62,54,62,51,68,48,45,78,78,56,74,19,97,97,74
05-08-2014 18.00,77,63,73,68,64,64,48,32,50,50,43,46,62,55,60,62,65,33,60,42,78,58,45,74,47,77,40,40,73,40,56,78,23,97,97,76
05-08-2014 19.00,64,60,73,60,60,64,43,26,41,32,31,39,59,49,47,58,65,35,57,33,73,52,48,70,45,88,45,38,65,48,91,78,24,98,98,78
05-08-2014 20.00,60,49,82,56,23,61,33,23,39,36,28,39,52,43,41,55,65,36,50,35,83,46,45,62,42,73,43,40,65,45,91,78,33,98,98,78
05-08-2014 21.00,68,47,17,56,64,61,30,22,34,64,26,38,52,46,41,58,65,40,51,33,94,62,54,70,50,68,43,40,64,48,91,78,40,98,98,78
05-08-2014 22.00,68,47,18,50,60,61,24,21,35,77,25,44,52,41,41,62,61,43,57,31,88,55,58,62,73,83,54,48,73,48,92,83,84,100,100,83
05-08-2014 23.00,57,44,28,47,64,64,25,18,32,64,25,44,52,55,41,58,69,40,61,35,88,59,51,62,68,83,48,54,73,51,91,78,84,100,100,78
06-08-2014 0.00,57,45,57,44,64,39,28,19,32,46,28,41,62,66,50,66,69,45,69,54,88,78,69,62,68,82,48,58,78,73,91,74,42,100,100,74
06-08-2014 1.00,57,45,69,44,68,64,30,17,32,56,28,78,66,70,56,69,69,51,83,69,93,83,94,74,77,72,54,61,77,78,91,78,95,100,100,78
06-08-2014 2.00,56,47,77,44,82,73,26,14,32,56,33,74,69,74,68,83,73,57,69,57,93,88,88,74,77,77,88,65,77,83,91,78,95,100,100,78
06-08-2014 3.00,60,50,77,44,77,73,23,19,39,59,43,78,74,74,77,83,73,69,73,64,93,88,78,78,82,88,78,65,82,78,91,73,45,83,83,73
06-08-2014 4.00,72,60,82,50,88,88,24,21,52,63,52,74,78,69,88,94,77,78,73,83,93,88,88,78,82,88,61,57,77,83,66,74,48,83,83,74
06-08-2014 5.00,77,64,88,56,82,88,26,24,53,72,58,74,78,74,82,94,83,83,88,82,93,94,94,78,82,82,60,69,77,88,66,69,40,74,74,69
06-08-2014 6.00,77,72,82,56,82,73,29,27,60,67,65,74,83,78,93,94,82,83,77,88,100,78,88,78,82,77,88,69,77,77,66,62,41,69,69,62
06-08-2014 7.00,82,77,88,64,88,82,28,29,68,72,61,69,83,74,93,100,88,83,77,73,93,100,83,83,82,77,77,69,82,82,55,58,41,54,54,58
06-08-2014 8.00,82,77,88,72,88,93,35,31,72,77,65,74,83,69,100,94,88,88,88,93,93,78,94,83,88,93,88,69,82,88,55,55,34,55,55,55
06-08-2014 9.00,88,82,82,77,88,73,44,29,82,67,73,74,83,65,100,88,88,83,87,93,87,78,100,83,93,88,93,73,87,88,55,52,34,49,49,52
06-08-2014 10.00,87,77,77,82,82,73,47,42,82,72,73,78,83,83,93,94,82,83,87,93,93,100,93,83,93,82,93,73,87,93,41,52,27,43,43,52
06-08-2014 11.00,87,77,88,88,77,68,57,37,82,72,78,74,83,73,100,94,88,88,93,88,93,78,93,78,93,82,82,73,87,93,41,52,24,43,43,52
06-08-2014 12.00,87,77,88,88,82,77,53,37,68,42,88,78,83,88,82,94,82,83,93,93,100,78,83,74,88,72,77,73,68,88,41,55,20,43,43,55
06-08-2014 13.00,87,77,88,82,77,68,53,50,72,59,78,74,88,78,72,83,73,73,93,78,88,74,69,70,82,68,77,64,52,78,32,55,20,41,41,55
06-08-2014 14.00,93,77,88,82,72,68,53,44,64,45,69,65,78,69,68,83,68,58,88,61,82,62,61,62,77,73,73,64,49,73,32,58,17,46,46,58
06-08-2014 15.00,82,77,42,82,72,64,42,22,56,31,70,52,66,69,57,74,60,54,78,54,68,55,42,55,73,46,73,54,38,65,32,62,16,52,52,62
06-08-2014 16.00,82,77,35,77,64,60,30,29,50,29,48,46,58,62,44,61,54,52,73,42,64,52,40,52,73,73,78,47,35,57,53,69,17,100,100,69
06-08-2014 17.00,77,77,38,77,64,56,25,23,39,29,43,41,52,58,44,65,47,52,69,43,60,52,42,55,64,73,78,50,33,62,53,74,16,100,100,74
06-08-2014 18.00,72,68,35,68,64,56,22,19,32,26,40,36,49,55,44,58,51,41,61,43,60,37,40,49,60,78,78,54,36,62,53,74,15,100,100,74
06-08-2014 19.00,77,64,35,64,60,57,20,16,26,26,34,34,55,55,42,45,51,38,57,40,41,37,38,62,64,73,65,37,33,78,89,74,58,100,100,74
06-08-2014 20.00,77,56,35,56,60,57,14,15,18,24,32,32,52,52,42,52,50,34,57,38,38,37,43,88,60,78,61,39,36,94,89,78,33,100,100,78
06-08-2014 21.00,77,50,40,53,56,57,19,9,16,24,27,32,59,49,39,49,39,34,65,40,41,41,40,74,64,83,54,37,38,78,89,78,35,100,100,78
06-08-2014 22.00,77,44,38,47,60,57,9,13,17,24,30,32,59,88,42,46,39,34,65,52,41,37,40,78,64,73,54,37,41,78,90,78,79,100,100,78
06-08-2014 23.00,77,42,48,41,42,57,9,19,16,36,27,32,55,88,42,55,36,36,61,51,46,59,51,70,53,73,54,35,41,78,90,78,82,100,100,78
07-08-2014 0.00,73,42,54,42,64,47,9,11,15,64,29,37,59,88,47,94,38,36,61,58,56,83,69,74,53,60,51,42,46,78,90,78,29,100,100,78
07-08-2014 1.00,77,42,57,42,68,53,9,10,18,44,30,41,66,69,54,88,40,43,69,61,56,74,78,74,56,64,82,41,60,88,90,78,94,100,100,78
07-08-2014 2.00,82,47,61,42,73,64,12,10,19,72,36,46,70,88,69,88,43,45,78,65,68,88,78,74,63,68,69,50,60,94,90,78,94,100,100,78
07-08-2014 3.00,77,47,73,47,82,72,14,12,21,63,43,52,78,88,73,88,46,51,78,78,68,94,88,83,63,60,93,50,68,94,90,83,32,88,88,83
07-08-2014 4.00,82,56,78,53,82,77,15,15,37,56,58,51,83,94,68,94,43,54,83,88,72,78,94,78,68,64,69,53,68,94,58,65,34,83,83,65
07-08-2014 5.00,77,60,82,53,82,73,16,17,40,63,69,58,83,94,77,88,68,54,88,74,82,100,94,78,77,64,93,60,72,94,58,65,32,69,69,65
07-08-2014 6.00,82,60,83,53,88,88,14,22,40,63,69,54,83,94,82,88,73,57,82,88,87,74,88,78,77,72,93,60,77,94,58,62,31,69,69,62
07-08-2014 7.00,82,55,82,56,82,93,16,25,45,72,73,58,83,94,88,94,77,61,88,88,87,74,88,83,82,68,100,60,82,94,45,55,23,61,61,55
07-08-2014 8.00,77,55,82,63,82,88,20,28,45,68,69,61,88,88,93,94,77,65,88,88,87,78,94,83,87,72,72,60,82,94,45,49,28,62,62,49
07-08-2014 9.00,77,58,83,65,82,88,21,28,45,67,70,61,88,88,92,94,78,65,87,87,87,79,93,83,86,74,71,63,82,93,45,53,25,57,57,48
07-08-2014 10.00,82,89,100,84,90,89,30,33,43,65,75,66,94,97,86,97,96,64,75,86,96,97,88,92,91,97,71,63,82,92,45,66,16,43,43,54
07-08-2014 11.00,82,92,100,86,91,89,32,35,47,65,81,68,93,98,86,96,95,66,76,86,94,95,87,89,88,96,70,63,82,90,37,66,14,28,28,49
07-08-2014 12.00,87,82,98,81,83,88,25,27,48,54,65,59,91,95,79,94,91,57,73,74,90,85,86,86,80,88,66,56,82,88,37,66,16,32,32,50
07-08-2014 13.00,87,89,99,86,87,88,30,32,53,58,78,65,91,97,82,95,91,62,75,77,90,86,85,84,79,90,66,49,68,86,37,66,17,23,23,43
07-08-2014 14.00,87,84,98,84,81,88,26,27,55,51,69,60,89,95,77,93,88,57,74,69,86,78,83,80,73,84,62,44,72,84,30,70,20,24,24,42
07-08-2014 15.00,88,74,91,78,75,77,22,30,51,53,66,60,81,92,73,97,87,56,71,68,87,77,81,79,71,82,62,41,64,81,29,66,17,29,29,51
07-08-2014 16.00,77,70,93,77,70,81,18,23,55,43,55,53,82,91,68,94,83,49,70,57,82,67,80,75,63,75,58,39,64,80,29,70,25,29,29,46
07-08-2014 17.00,72,61,88,72,64,73,14,23,52,43,50,52,75,89,63,96,81,47,68,54,81,64,78,73,60,72,57,37,49,77,50,74,19,100,91,52
07-08-2014 18.00,77,69,56,63,64,64,13,17,50,65,47,44,71,75,51,93,59,44,58,51,53,58,52,78,56,49,49,37,53,77,50,74,18,100,91,64
07-08-2014 19.00,72,64,33,53,57,50,8,15,47,77,39,39,62,65,39,94,44,41,50,46,36,52,35,79,50,33,44,28,63,74,50,78,25,100,91,78
07-08-2014 20.00,73,53,33,49,57,53,8,13,49,87,24,39,59,65,39,94,44,41,47,41,39,66,35,70,50,38,42,26,72,53,88,83,31,100,100,83
07-08-2014 21.00,73,47,32,47,60,53,6,12,64,60,25,37,59,58,39,94,47,49,50,41,44,62,37,62,50,38,39,32,60,74,88,78,26,100,100,78
07-08-2014 22.00,73,44,30,41,60,53,6,12,77,47,22,37,52,61,37,94,50,46,50,38,50,55,45,66,47,44,41,28,56,74,92,78,84,100,100,78
07-08-2014 23.00,64,36,40,39,64,53,6,14,72,53,21,35,55,65,39,94,54,46,53,54,50,55,61,62,47,38,50,32,60,83,92,83,81,100,100,83
08-08-2014 0.00,60,32,61,44,64,47,6,13,56,52,22,30,59,58,44,100,50,62,53,83,47,59,73,70,46,49,60,31,68,78,92,83,29,100,100,83
08-08-2014 1.00,56,34,45,41,64,56,7,11,60,46,26,37,62,69,53,94,57,88,56,78,49,62,88,83,56,56,68,36,72,83,92,78,88,100,100,78
08-08-2014 2.00,49,41,65,41,73,60,7,14,68,68,49,41,74,69,53,100,64,100,56,88,60,66,94,94,60,56,64,43,72,83,92,83,88,100,100,83
